,Gene,ProteinGroup,m_00h,m_01h,m_02h,m_03h,m_04h,m_05h,m_06h,m_08h,m_10h,m_12h,m_14h,m_16h,m_18h,m_20h,p_00h,p_01h,p_02h,p_03h,p_04h,p_05h,p_06h,p_08h,p_10h,p_12h,p_14h,p_16h,p_18h,p_20h,ms_00h,ms_01h,ms_02h,ms_03h,ms_04h,ms_05h,ms_06h,ms_08h,ms_10h,ms_12h,ms_14h,ms_16h,ms_18h,ms_20h,ps_00h,ps_01h,ps_02h,ps_03h,ps_04h,ps_05h,ps_06h,ps_08h,ps_10h,ps_12h,ps_14h,ps_16h,ps_18h,ps_20h,n
3654,FBgn0086346,FBtr0085241,49.5731518486,49.1714204232,52.4624932426,28.3589962193,25.8247465718,22.8904551863,21.5905931129,24.4332012234,27.5726472758,30.50877298,33.03933778,39.1674627763,30.4519366888,29.0485652913,0.650253260031,0.544245585706,0.563936628305,0.940349739933,0.919273103654,1.06999056846,0.983595875114,0.832975987332,0.769589955261,0.736940684432,0.629098562135,0.562355880584,0.657805721364,0.543952854647,8.59314307338,8.52350587084,9.09398925847,4.91582445019,4.47653082061,3.96789288346,3.74257130603,4.23531661846,4.77951661569,5.28847251857,5.72712740679,6.7893930264,5.27862036345,5.03535620221,0.110435472983,0.0924317067993,0.0957759262543,0.159703879523,0.156124338381,0.18172137193,0.167048567642,0.141468106043,0.1307029675,0.125157993121,0.106842674282,0.0955074606687,0.111718141892,0.0923819909501,14
3655,FBgn0032511,FBtr0342640;FBtr0080472,74.3169434927,60.5391288469,71.7125743319,61.2406822329,59.048731074,42.7168129198,34.4445470595,31.2174959147,38.1446850292,41.2900256904,72.7490658175,120.089990024,73.5191161195,117.475558231,2.31647845035,2.19868347203,2.1453283576,1.92201359006,1.82250454525,1.48912289936,1.36469268369,1.60984518827,1.48330730898,1.47204692089,1.65900449085,2.07413616394,1.56737966925,2.30283718298,12.8822982682,10.4940149319,12.4308499342,10.615624077,10.2356653854,7.40464689798,5.97071015141,5.41132445253,6.61210198913,7.15732377366,12.6105181477,20.8167208959,12.7440007319,20.363528278,0.393418086527,0.373412428817,0.364350886706,0.32642432256,0.309524248228,0.252904524789,0.231771974497,0.273407340992,0.251916836585,0.250004433587,0.281756289264,0.352259992185,0.26619522847,0.391101327956,14
3656,FBgn0039241,FBtr0303476;FBtr0084710,33.6882113748,43.184842352,12.5299434073,11.9972361615,13.7251329783,15.7030472757,19.9012727332,24.6767607448,29.3519220753,28.0559196344,25.3482402322,24.8652957653,20.9431515264,19.9971599624,0.868903846027,0.749430542968,0.706652777482,1.62186667711,1.52889529263,1.89539457905,1.93075649103,1.67176756504,1.7695397389,1.58080626717,1.51164367553,1.34681657366,1.33787851865,1.15191623429,5.83960489568,7.4857763748,2.17197398965,2.07963308719,2.37915135482,2.72200832297,3.44973998145,4.277535879,5.08794088061,4.86328834225,4.39393193395,4.31021704501,3.63034204529,3.46636133089,0.147569897932,0.127279202686,0.120014059925,0.275449005198,0.259659251498,0.321903494674,0.327909169255,0.283923900289,0.300528993916,0.268475528753,0.256729330786,0.228735993307,0.227218002712,0.195635180921,14
3657,FBgn0032378,FBtr0333425;FBtr0080259,47.6317467385,52.1167359768,66.0811565942,64.5671440085,63.5573775063,55.6447180083,50.9408830878,49.9449110729,51.5336879228,51.8861878057,46.5538232254,46.8771556747,40.4654156814,31.409441009,0.0416175747202,,,0.0377474749604,0.0469827495776,0.0456523844895,0.0396326629832,0.0539678981179,0.0440970067937,0.0473189999879,0.0478439643545,0.0417141759699,0.0439155135368,0.0548460912962,8.25661470565,9.03405476685,11.4546848827,11.1922418812,11.017206248,9.6456046326,8.830229274,8.6575848142,8.93298765373,8.99409092866,8.0697645534,8.1258118672,7.01438366348,5.44459672989,0.00706810227821,,,0.00641082560813,0.00797929436202,0.00775335239944,0.00673099567686,0.00916561395521,0.00748919552079,0.00803640130078,0.00812555839032,0.00708450850844,0.00745837169429,0.00931476150275,12
3659,FBgn0020660,FBtr0113680;FBtr0113679;FBtr0113681;FBtr0334940,6.29413021518,6.75794088215,9.38980728708,7.91445473441,7.8224710337,6.30814804006,5.03877432167,4.45301020082,7.04759299556,7.70374158355,8.35020238077,10.3600008884,8.1788420716,8.19302093522,0.578221904005,0.651658369116,0.576406971437,0.933968202838,0.985391292279,1.07756254519,1.12373599097,1.13201052225,1.20964279921,1.06612651847,0.883306214151,0.864805611195,1.24543405008,0.796247997074,1.09104140941,1.17143959414,1.6276543742,1.37191280652,1.35596810518,1.09347129676,0.873434652549,0.771896729094,1.22164866819,1.33538722392,1.44744647201,1.79583033466,1.41774241651,1.42020021875,0.0982020596944,0.110674109059,0.0978938214294,0.15862007401,0.167353491517,0.183007355229,0.19084920184,0.192254503177,0.20543914638,0.181065122721,0.150015917712,0.146873876044,0.21151773754,0.135230424165,14
3660,FBgn0037440,FBtr0347005;FBtr0110774;FBtr0344293;FBtr0081734,14.4518867578,15.1405607014,21.0288834956,22.9783076796,23.1496292354,21.8627308976,21.5897677908,21.8641218249,24.7599190926,30.9986371922,42.2139522592,46.8140764968,40.0261135555,37.648055918,1.06476044019,0.959065012333,1.01622563054,0.617564958394,0.681809668238,0.654995503194,0.576075209569,0.672754520799,0.699412562612,0.776127615589,0.780245365825,0.926025433425,0.75136256796,1.16370353828,2.50512880378,2.62450539187,3.64520305473,3.98312147023,4.01281880811,3.78974439938,3.74242824249,3.78998550646,4.29195077001,5.3733868947,7.31747968264,8.11487755335,6.93823385497,6.52601496726,0.180833115425,0.16288237948,0.172590227631,0.104883869824,0.115794841525,0.11124086974,0.0978374768004,0.11425696459,0.118784421256,0.131813288131,0.13251262441,0.157271117303,0.127607327291,0.197637072448,14
3664,FBgn0016034,FBtr0347062;FBtr0089633;FBtr0089632;FBtr0089631,55.5787943553,64.862481503,89.9510191294,29.1467558351,14.7744195353,8.70136689337,7.98308273437,7.09930806837,6.45397662985,5.34287837222,6.35291113047,6.36897901672,6.0136939974,5.46944054547,0.158463128635,0.129293454332,0.158498256362,0.178318100627,0.149144523243,0.135136366279,0.121251156359,0.0815451154573,0.0525862075174,0.0506132001768,0.0533531628931,0.0531053172628,0.0344247822818,0.0482147570298,9.63417724981,11.2434364745,15.5923508623,5.05237681439,2.56103750032,1.50831827028,1.38380896806,1.23061309759,1.11874961556,0.926148864134,1.10123065088,1.10401590137,1.04242984342,0.948087490627,0.0269125149182,0.0219584962667,0.0269184808201,0.0302845752488,0.0253298937193,0.0229508246164,0.0205926361702,0.0138491783871,0.00893095514707,0.00859587032358,0.00906121067192,0.00901911791962,0.00584651757601,0.00818853179928,14
3665,FBgn0030136,FBtr0343411;FBtr0071360,720.411367998,640.164050377,902.781238106,1719.00803632,1752.18704373,1661.65052089,1637.62560891,1558.19760423,1555.39117068,1652.74986893,1937.33295511,1757.79416473,1864.11086886,1822.95590265,1.25893870962,1.30064312789,1.49205020995,1.79008945927,1.96547439468,2.28991798556,1.74303782032,1.74075451805,2.11246441733,1.79051879816,1.76786141416,2.62290932337,2.45152504577,1.72414690928,124.878038334,110.967753112,156.490520649,297.977462588,303.728800704,288.034957058,283.870414393,270.102151072,269.615676355,286.492094179,335.822489457,304.700754094,323.129976679,315.996064477,0.213811295382,0.220894146696,0.253401683281,0.304019046528,0.333805468968,0.388907201812,0.29602805237,0.295640268746,0.358769454037,0.304091963107,0.30024395638,0.445460637451,0.41635366495,0.292819722902,14
3666,FBgn0263993,FBtr0345898;FBtr0330268;FBtr0330264;FBtr0330266;FBtr0345897;FBtr0345896;FBtr0330261,25.0933834713,29.1935945456,28.139842863,25.4909137513,21.9656718044,24.6543123762,29.2851333708,29.779717866,20.4241697417,21.5197526285,18.917936559,16.1502104163,17.1356966753,12.2409317921,,,,0.0316789649443,0.0494081239821,0.0238985636925,0.0318142066937,0.0310150509015,0.0287479464231,0.03722329121,0.0385398003613,0.0401064969914,0.0430900119492,0.0416849028639,4.3497543796,5.06049596206,4.87783581973,4.41866334433,3.80758845221,4.2736446186,5.0763635475,5.16209615014,3.54038035108,3.7302916265,3.27928585218,2.79952078084,2.9703476116,2.12187594128,,,,0.00538018291068,0.00839120674445,0.00405880192722,0.00540315163301,0.00526742736474,0.00488239468477,0.00632180109419,0.00654538983991,0.00681146906474,0.0073181729996,0.00707953692353,11
3667,FBgn0034109,FBtr0087179,25.5322717103,26.7038576074,37.3396650224,45.2631588309,46.0881030577,37.4113648212,28.6089297805,27.1826300774,20.4191714673,16.316465637,13.5101876667,12.7161382588,9.96541172712,8.73049816591,0.0550958884669,0.0442140992175,0.0643032560565,0.0602889374614,0.0660381754687,0.0569069179547,0.0661903956196,0.0556520774799,0.0678453018757,0.0532243612269,0.0691489308603,0.0635089791152,0.0818007672492,0.0637021816144,4.42583244384,4.6289182849,6.47255766244,7.84603732631,7.98903537069,6.48498629784,4.95914860389,4.71190998868,3.53951393679,2.82833990663,2.34189215814,2.20424950449,1.72743119134,1.51336796318,0.00935718569405,0.00750908186046,0.0109209148703,0.0102391448585,0.0112155641365,0.00966476108099,0.0112414163781,0.0094516458075,0.0115224766454,0.00903933569828,0.0117438778938,0.0107860191995,0.0138925968954,0.01081883166,14
3668,FBgn0038271,FBtr0083001;FBtr0083000,189.487196732,148.41205892,80.9538113155,84.5806172122,89.8821921627,91.0315454671,91.3104526103,79.6157840697,91.160357519,103.027719355,164.635395061,270.597520991,169.418199146,242.031496806,16.8111544354,17.0361670431,15.2717793709,13.6533669202,13.8535949649,11.9360113715,10.9694134133,12.5206928743,10.3195504613,11.8999078742,10.8220721134,10.7159083158,9.80785656944,12.4428264125,32.8462187973,25.7261442647,14.0327507336,14.6614309931,15.5804202114,15.7796521952,15.8279987073,13.8008135028,15.8019808217,17.859101145,28.5383408549,46.9060999041,29.3674049401,41.9543886713,2.85511493073,2.8933298468,2.59367585183,2.31881349365,2.35281913449,2.02714717845,1.86298544445,2.12644630122,1.75261625927,2.02101555705,1.83796180036,1.81993151906,1.6657129549,2.11322188533,14
3670,FBgn0024320,FBtr0343610;FBtr0343609;FBtr0343608;FBtr0303907;FBtr0303906;FBtr0303905;FBtr0079957,7.78447123833,8.90926845424,8.60530880451,9.87193252085,9.81853991789,11.7077004023,13.5229545016,14.8313689167,20.4792642033,22.6634008696,21.0269359009,22.8820709116,22.751303101,30.860627931,0.220941694421,0.186473587943,0.158910031386,0.100845849976,0.0776069069377,0.0927508604126,0.104717706122,0.113386448563,0.0771931803737,0.0823725685853,0.0815841462653,0.0932387455117,0.0903133864577,0.0962402146411,1.34938111875,1.54435648434,1.49166730358,1.71122725506,1.70197203809,2.0294441823,2.34410519553,2.5709092588,3.54993057279,3.92853467935,3.64486545343,3.96643953079,3.94377188784,5.34946399928,0.0375235343287,0.031669658807,0.026988414448,0.0171271100432,0.0131803344962,0.0157523010938,0.0177846850084,0.0192569370222,0.0131100694293,0.0139897085208,0.013855807167,0.0158351608425,0.0153383337896,0.0163449140161,14
3671,FBgn0020278,FBtr0084273;FBtr0304669;FBtr0084276;FBtr0309249;FBtr0084275,10.7776086056,12.8440501268,16.148158356,15.631485785,17.1030055545,15.6512633759,16.3770440823,19.8992554452,18.676526153,17.4580503656,15.0278960185,16.6696547076,13.8895512234,11.7937962723,,,0.0307578378772,0.023398579043,0.0345930050639,0.0275495054658,0.0308040893846,0.0344310272111,0.0336351890375,0.0337979475065,0.0256758315314,0.0219548294578,0.0366188991493,0.0264314679728,1.86821957619,2.22642209069,2.79916507122,2.70960366229,2.96468084507,2.71303196292,2.83884073679,3.44939029933,3.23743912504,3.02622526468,2.60497579362,2.88956264721,2.40765205432,2.04436827127,,,0.00522374370526,0.00397388725682,0.00587508761734,0.00467885799822,0.00523159880943,0.00584757818079,0.00571241735882,0.00574005937096,0.00436064341956,0.00372868868865,0.00621915443758,0.00448897659825,12
3673,FBgn0024326,FBtr0334320;FBtr0300443;FBtr0081892,34.9599225569,32.5520780669,17.2623752962,27.4656614174,28.857642813,32.3019218579,33.4037939707,34.098302326,31.2948790041,30.0674466756,24.1217348516,21.8305243279,22.1859014876,18.8334928057,0.0360457317349,0.0537434709723,0.0453830719148,0.0947043523493,0.0973916234749,0.109783904991,0.13105569531,0.127816138252,0.126807191868,0.149343580363,0.160242933477,0.135995044053,0.135563753626,0.147975550546,6.06004672212,5.64266450151,2.99230642345,4.76097140011,5.00226118788,5.59930175345,5.79030322019,5.91069116084,5.42473824476,5.21197183353,4.18132620235,3.78416162622,3.84576365605,3.26464814553,0.00612181080488,0.00912749847083,0.00770761381819,0.0160840715274,0.0165404630229,0.0186451006382,0.0222577856788,0.0217075969479,0.0215362429877,0.0253637004967,0.0272147872813,0.023096657774,0.0230234097562,0.0251313617615,14
3674,FBgn0017429,FBtr0333114;FBtr0330166;FBtr0076649,24.5672998717,14.9038645992,4.09281059075,12.1402252884,16.4754431466,10.491261381,9.91937096522,10.3609093328,13.7092128347,14.1677280556,20.1773572325,27.8440158597,20.4065955992,24.2186627284,0.340079332531,0.332926936979,0.26590128207,0.183856572271,0.167418747514,0.154558096302,0.140364543,0.129176361909,0.139017980127,0.144527178666,0.131161078492,0.151115579043,0.111175353294,0.168181799808,4.25856163774,2.5834758548,0.709458762799,2.10441920587,2.85589749444,1.81858338043,1.71945036221,1.79598780686,2.37639171445,2.45587197237,3.49759720889,4.82655637371,3.53733400208,4.19812794044,0.0577572220678,0.0565424981527,0.045159225885,0.0312251991153,0.0284334884642,0.0262493054901,0.0238387496828,0.0219386099271,0.0236100567766,0.0245457090582,0.0222756833845,0.0256646471038,0.0188814166414,0.0285630811111,14
3675,FBgn0038571,FBtr0300247;FBtr0100283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0773532066862,0.149322113419,0.130936651346,0.151905952904,0.15006565031,0.124084793015,0.19064598131,0.130150180566,0.155871482989,0.13396153896,0.154040938097,0.113066395938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0131372474269,0.0253600546678,0.0222375679001,0.0257988798966,0.0254863329247,0.0210738855903,0.0323782753773,0.0221039979853,0.0264723639335,0.0227512983417,0.0261614741566,0.0192025810271,12
3676,FBgn0025336,FBtr0343290;FBtr0072225,45.2315663661,34.7199557531,7.86470321812,31.0341194419,34.5902515056,37.8178338663,36.5534455302,37.0980919151,42.8183236435,39.4101616698,49.290835087,54.9524961706,41.4192349378,46.4694996967,1.20009976667,1.17437846425,1.03646310445,0.969681392089,0.962441177219,0.87005525486,0.804444466738,0.907446768853,0.844899899153,0.946516607586,0.83272228708,0.931489746534,0.827082335335,0.957386687593,7.84056100374,6.01845023288,1.36328874528,5.379537483,5.9959669508,6.55544473209,6.33627226739,6.43068273224,7.42224303903,6.83146310342,8.54420552889,9.52561304303,7.17972125108,8.05514768684,0.203818409697,0.199450043749,0.176027250004,0.164685407611,0.163455768941,0.147765446939,0.136622467942,0.154115818074,0.143493198299,0.160751226745,0.141425018973,0.158199146487,0.140467160279,0.162597341945,14
3677,FBgn0030786,FBtr0074330,45.2752013276,28.588054675,6.63917191061,37.9898577209,39.0340264267,47.4893422432,47.221101341,42.5063189049,44.0559700857,47.5736021071,64.3515796089,68.220025612,50.2323473278,56.6133868343,1.14779848405,0.927879396801,0.715141978206,0.326326827359,0.407655321832,0.333106478696,0.306979255871,0.350644972237,0.325335444838,0.423874574066,0.359200525334,0.474263347097,0.263512596625,0.396195876626,7.84812480499,4.95553005711,1.15085186213,6.58526380833,6.76626281175,8.23192992857,8.1854323313,7.36815930098,7.6367799921,8.24653575934,11.1548753702,11.8254421737,8.70740978539,9.81351628442,0.194935844643,0.157585984347,0.121455819552,0.0554215714732,0.0692339601319,0.0565729905402,0.0521356852813,0.0595516327842,0.055253200464,0.0719885496156,0.0610046613363,0.0805463044548,0.0447535445557,0.067287750356,14
3678,FBgn0263102,FBtr0088282;FBtr0088275;FBtr0346958;FBtr0088276;FBtr0330607;FBtr0100607;FBtr0100606;FBtr0088281;FBtr0088280;FBtr0088279;FBtr0088278;FBtr0088277,54.6825474872,70.5952798987,94.2119734837,60.5908455915,49.4906708965,52.6107097867,53.7007627776,59.5143486324,45.2374981793,37.7163447112,23.6131103392,24.5013526132,25.0208850777,19.641857264,,,0.0317006270427,0.118113079402,0.14105343676,0.150432539905,0.154630303297,0.159198859365,0.171036903408,0.162518429579,0.155771954429,0.159212520147,0.140391864566,0.14218533019,9.47881941438,12.2371751211,16.330956116,10.5029796511,8.57884560397,9.11968151168,9.30863422014,10.3163767815,7.84158924016,6.53785232979,4.09315986549,4.24713016311,4.33718731364,3.4047722084,,,0.00538386188352,0.020059682267,0.0239557476479,0.0255486434557,0.0262615687329,0.0270374674192,0.0290479763601,0.0276012451489,0.0264554605447,0.0270397874921,0.0238433898287,0.0241479822647,12
3679,FBgn0030792,FBtr0074333,50.8931530426,33.3204258575,3.22302091829,11.7415971306,14.4753836845,20.8976593911,21.9086313823,19.6618601329,20.9365843758,23.479724539,35.9961826214,33.1662260739,27.3653154641,24.6178998366,0.0799975439231,0.0852159629427,0.0642564190869,0.0665592367545,0.05038291841,0.0541942768039,0.057898300476,0.0475239117295,0.0528379562285,0.0536946824624,0.0498696632858,0.0394702948222,0.046551068842,0.038971481097,8.82195561997,5.77585196789,0.558687088607,2.03531993208,2.50920182407,3.62245631657,3.79770091247,3.40823955932,3.62920367779,4.0700384132,6.23967482048,5.74912256391,4.74357716349,4.26733277135,0.0135863472645,0.0144726151359,0.0109129603345,0.011304058348,0.00855676052222,0.00920406087857,0.00983313209022,0.00807120239521,0.00897371077736,0.00911921249597,0.00846959206666,0.00670341995251,0.00790598005643,0.00661870414551,14
3684,FBgn0026375,FBtr0074483;FBtr0074482;FBtr0074481;FBtr0333659;FBtr0333660;FBtr0333661;FBtr0333662,45.1309345793,52.6404726562,68.7053728185,48.5901040133,37.6739407202,37.647256735,40.5987217434,38.837513143,29.3381682189,32.214019286,23.5231895116,25.4072229189,21.4959283125,20.187794919,0.0546739654333,0.0990718997561,0.184151254871,0.169214164678,0.18572224489,0.189609713359,0.209733997925,0.215098782475,0.258510798589,0.262056747489,0.229128406383,0.192115491228,0.248302290777,0.23783032501,7.82311721998,9.12484068728,11.9095735599,8.42273892553,6.53050190828,6.52587643473,7.03749129373,6.73219867219,5.08555675027,5.58406448593,4.0775727481,4.40415615103,3.72616185569,3.49940650546,0.00928552858343,0.0168258319972,0.0312752464035,0.0287384123392,0.0315420547941,0.0322022812712,0.035620080183,0.036531205979,0.0439040664127,0.0445062910658,0.0389139209108,0.0326278489402,0.0421703090322,0.0403918073875,14
3685,FBgn0262512,FBtr0087341,136.729132891,114.549252024,137.502754492,101.563116697,99.2283649214,92.597371225,75.5131443479,71.692612228,95.2385937866,96.1919592396,144.294938818,203.871729882,138.484183498,240.894698901,0.180917552434,0.168952658265,0.195317969018,0.368640126231,0.333764147809,0.295802784021,0.298774980045,0.278826334114,0.333707553138,0.21842615885,0.282095164278,0.215053897046,0.251418900789,0.239565244423,23.7009945387,19.8562745131,23.8350961815,17.6052229928,17.2005108594,16.0510766309,13.0896509321,12.4273896496,16.5089132322,16.6741721563,25.0124716262,35.3396723461,24.0052197172,41.7573330741,0.0307260519895,0.0286939995139,0.0331717403303,0.062607831753,0.0566846854814,0.0502375341595,0.0507423157482,0.0473543463459,0.0566750737506,0.0370963094647,0.0479095066618,0.0365235828821,0.0426996171065,0.0406864566536,14
3686,FBgn0038206,FBtr0082891,45.5215030185,44.3463544487,6.30828867693,7.37046217258,8.85429976588,11.658016217,16.2286750498,23.4981998644,28.2746366169,26.3694283607,33.1556456875,39.5449679242,26.9558279593,21.2506365392,0.0898840475705,0.120283192323,0.0684854071256,0.0672110512469,0.0726558489524,0.0792832801381,0.08515351365,0.078814910443,0.08037614276,0.0701403133816,0.084966165772,0.0807879177836,0.0886955594692,0.0935080580864,7.89081940055,7.68711599626,1.09349567513,1.27761567712,1.5348280645,2.0208317924,2.81312205083,4.07324097565,4.90120133049,4.57094742248,5.74728853136,6.85483078103,4.67259550135,3.68364232195,0.0152654172108,0.0204282424289,0.0116311886356,0.0114147589722,0.012339473767,0.0134650405925,0.0144620090881,0.0133854952338,0.0136506464294,0.011912248903,0.0144301909446,0.0137205800573,0.0150635708632,0.0158808994237,14
3687,FBgn0037358,FBtr0334953;FBtr0078732,63.867976545,60.2876153153,55.9266997554,46.0233537089,48.0254556522,45.4805197804,43.5133190113,47.6229565423,47.1486057252,40.2557194957,45.7053264744,42.8539533062,44.4037276129,63.3642903757,0.0999442383132,0.10894279108,0.0991148336448,0.171300361362,0.169204406976,0.10702052379,0.111493454378,0.165168621437,0.155127946098,0.10569152478,0.143851945688,0.172484946382,0.116977282892,0.155705602055,11.0710463183,10.4504169019,9.69448410478,7.97781154496,8.3248612645,7.88371525616,7.54271539973,8.25509098948,8.17286574685,6.97803436434,7.92268385132,7.4284191803,7.69706121439,10.983736007,0.0169739852277,0.0185022504316,0.0168331236551,0.0290927206244,0.0287367551442,0.018175783022,0.0189354411975,0.0280513393035,0.0263460856765,0.0179500730667,0.0244310311661,0.029293904094,0.0198667847721,0.0264441916189,14
3690,FBgn0039065,FBtr0334502;FBtr0334499;FBtr0301088;FBtr0334501;FBtr0334500;FBtr0084388,68.4124682051,42.2960809291,8.36522623329,44.6787407307,44.8354871415,60.3227069762,50.1604612556,42.6039924614,26.9869313756,20.0834081815,11.2837506021,9.96756383683,9.10402394281,6.34676786631,0.0587882028967,0.0652126738811,0.0449029929773,0.0404968050707,0.0448073674979,0.0333213813417,0.041050066773,0.0365226882078,0.044881526033,0.0317027737371,0.0410135729676,0.0374418637344,0.0434010874884,,11.8588006888,7.3317160865,1.45005074689,7.74473272569,7.77190356885,10.4564997845,8.69494886088,7.38509029719,4.67798705094,3.48131182845,1.95595558709,1.72780424381,1.57811592297,1.100165761,0.00998426827174,0.0110753654418,0.00762607982553,0.00687775686365,0.0076098393148,0.00565912196849,0.0069717198186,0.00620281449515,0.00762243399659,0.00538422646642,0.0069655219094,0.00635892226158,0.00737100437533,,13
3691,FBgn0036134,FBtr0301967;FBtr0332654;FBtr0332653;FBtr0300786;FBtr0300785;FBtr0300784;FBtr0300783;FBtr0332652,44.6533171207,49.7255209641,68.7171874924,36.9651058978,25.8911862585,25.3635685525,36.9086814796,42.7171674064,40.5746923474,38.4003047754,33.3191035823,32.2284414348,27.6807409306,29.3698165072,,0.0587764936543,0.0617116104102,0.0805459267745,0.057888542774,0.0756612211626,0.0749176842717,0.0768789823699,0.0822788946463,0.0807723054604,0.10805679174,0.101845038659,0.110513781099,0.133932265854,7.74032572895,8.61955514444,11.9116215472,6.40763057941,4.48804765407,4.39658898609,6.39784981946,7.40470834563,7.03332597379,6.65641180138,5.77562276117,5.58656445988,4.79825385967,5.09104274943,,0.00998227963777,0.0104807638856,0.0136794816219,0.00983147489525,0.0128498898186,0.0127236115617,0.0130567077512,0.0139737994491,0.0137179285453,0.0183517771281,0.0172968068084,0.0187690588222,0.0227463267568,13
3692,FBgn0039875,FBtr0330113;FBtr0085842,29.7907408635,37.3604980399,52.1891854122,27.2745771206,22.1992379901,26.7290545654,29.8321009055,34.5299401442,38.7109225339,39.3962509428,34.9873007681,40.6260565618,33.647479191,26.3094577655,0.0380577698834,0.0590321454462,0.062966450885,0.0827921497705,0.089921126838,0.0876592915188,0.0761315423981,0.0914491829683,0.078268479132,0.0908188354203,0.117316850921,0.096806161356,0.0856296895067,0.0932133754865,5.16400690608,6.47616891356,9.04661334628,4.72784833571,3.84807544114,4.63328599315,5.17117636667,5.98551241769,6.71025511656,6.82905178069,6.06479253468,7.04222958445,5.83254426972,4.5605519587,0.00646352440826,0.0100256981461,0.0106938791591,0.0140609679047,0.0152717145517,0.0148875767571,0.0129297666163,0.0155312312845,0.0132926923153,0.0154241764892,0.0199244551572,0.0164410313245,0.0145428802027,0.0158308521355,14
3693,FBgn0000261,FBtr0075058,22.9292260345,28.3761225078,46.6643413751,29.3237393857,25.2946160214,18.3489051756,17.7785109068,24.5252476453,52.3277146452,60.6945336949,84.0090110379,100.06608744,68.8495968395,109.757408935,0.810630849795,0.557828306864,0.415346342534,0.39143997268,0.503673060868,0.425787083654,0.384886700029,0.412360485728,0.359649379625,0.357982764127,0.665826552393,0.676169716493,0.701227495181,1.10550860367,3.97461352625,4.91879316696,8.08892206584,5.08305561763,4.38463656944,3.18064842631,3.08177475421,4.25127219206,9.07062637499,10.520953225,14.5623472461,17.3457239272,11.9345737385,19.0256435826,0.137673129555,0.0947385222013,0.0705401612095,0.0664800335263,0.0855410901027,0.0723133598303,0.0653670613826,0.0700330595478,0.0610808923051,0.0607978434037,0.11308035616,0.114836982831,0.119092659521,0.187753561631,14
3694,FBgn0032515,FBtr0342633;FBtr0080498;FBtr0342632;FBtr0080497;FBtr0303269;FBtr0100220,18.6039770636,18.2179036937,25.2353197548,24.4028096046,23.5728126142,18.1162166091,19.3237600369,21.1475318898,24.5838845721,26.9014502694,30.9801993706,29.9449131371,29.2358206352,26.2027858186,0.0237642977132,0.0297348404015,0.0468799033987,0.0425357744767,0.0483338009939,0.0479220259703,0.0607553556161,0.0597932462007,0.0476292949109,0.0598205677663,0.0493973905099,0.0500316411387,0.037375901669,0.048944633138,3.22486327135,3.15794027814,4.37435799559,4.23004845374,4.08617454978,3.14031356622,3.34963238207,3.66576988554,4.26143647419,4.66316952676,5.37019083326,5.19073154141,5.06781554566,4.54206115738,0.0040359989244,0.00505000338432,0.00796182752701,0.00722404432515,0.00820874957795,0.0081388159501,0.0103183587782,0.0101549593539,0.00808910010092,0.0101595994999,0.00838938382998,0.0084971015032,0.00634771962357,0.00831248998324,14
3695,FBgn0039557,FBtr0085270,21.1647529291,20.288355101,24.6399726591,33.2766038646,34.5924373432,31.895211176,28.2107534671,27.7669428323,25.8821665513,20.4962131066,19.7261889736,22.8131287293,14.8924717098,11.6528507155,,0.0515772611325,0.0271310952048,0.0318124503074,0.0372753973386,0.0333600218416,0.03295800452,0.0213268237583,0.032579015375,0.0376553622537,0.0283063128315,0.0257189605741,0.0628474069209,0.0315747526871,3.66875502667,3.51683787706,4.27115893359,5.76825574614,5.99634584977,5.52880143325,4.890127654,4.81319632847,4.48648415383,3.55286854114,3.41939049307,3.95448890806,2.58150098079,2.01993639051,,0.00875960118688,0.00460779747779,0.00540285333791,0.00633065051535,0.00566568446059,0.00559740802771,0.00362203162021,0.00553304257497,0.00639518168758,0.00480739004031,0.00436796822134,0.0106736613804,0.00536248406838,13
3696,FBgn0037671,FBtr0081978,107.46588515,100.745975888,80.3421882147,55.450450791,54.7537466749,52.3922218977,53.6137921371,57.3129610962,74.867546271,75.9206878836,106.26018893,129.213673,107.013753741,199.952591466,0.565927199509,0.14302254102,0.0840294263818,,0.067246178974,0.0534995284228,,0.0624289966599,0.0857331211477,0.0725933996597,0.0827023789123,0.0898879506513,0.0841855496135,0.113382545482,18.628424705,17.4635776139,13.9267303452,9.61192983221,9.4911612725,9.08180823511,9.29355849609,9.93478236289,12.9777412303,13.1602956214,18.419426089,22.3982445682,18.5500510341,34.6603183837,0.0961139940287,0.0242901695934,0.0142711002272,,0.0114207248741,0.00908606859651,,0.01060260086,0.0145604464694,0.0123288677192,0.0140457217109,0.0152660800888,0.0142976153468,0.0192562741442,12
